,Polarity,Tweet,Tweet_final_sent_lexicons
465326,1,@team140 A spammer or a real lazy blankety-blank. It's just not a good first impression for me. I want an auto-DM for auto-DMs. ,MENTION spammer real lazy blanketyblank not NEG_good NEG_first impression want autodm autodms NEGATIVE NEGATIVE NEGATIVE NEGATIVE
331453,0,@taylorbeckett dude robeks is wayyy good  i just dont have one near my house  haha,MENTION dude robeks wayy good not NEG_have NEG_one near house laaugh POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
782511,0,@Chrisrider Too good to be true for us in Hawaii. ,MENTION good true us hawaii POSITIVE POSITIVE POSITIVE POSITIVE
497486,1,"@Makinov Haha yeah, thats true, although if you get the ipod/iphone version, you cant build a house! but other than that, it's good ",MENTION laaugh yeah thats true although ipodiphone version not NEG_build NEG_house good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
208196,1,@dbdc good man for going to the gym at that ungodly hour &amp; for giving me the day off ,MENTION good man going gym ungodly hour giving POSITIVE POSITIVE
790366,1,"@CustomizedWed ohh that sounds exciting!!!  good here, nice weather today",MENTION ohh sounds exciting good nice weather today POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
162190,0,@carocat Nooo  But hey you're back next week! Are you moving back for good?,MENTION noo hey back next week moving back good POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
569236,0,gonna sleep. training tomorrow  good luck to me.,gonna sleep training tomorrow good luck POSITIVE POSITIVE
701440,1,@Sass1888 It's really good music actually. ,MENTION really good music actually POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
46604,1,@Grant_Jackson yeahh! good on yaa. the evil spinster can get lost ,MENTION yeahh good yaa evil spinster lost POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
364769,0,just fell off my chair ..now my back hurts  wasn't a very good thing to do oops  lol,fell chair back hurts not NEG_very NEG_good thing ps laugh POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
143007,1,"@gniliep really good to have met you, felt young for a while.   Good Luck tomorrow",MENTION really good met felt young good luck tomorrow POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
378334,1,"preparing for what look like anothe faux-rricane, listening to DJ Mooj spin live http://bit.ly/LS071 and folding clothes... good morning ",preparing laaughk like anothe fauxrricane listening dj mooj spin live URL folding clothes good morning POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
331802,1,@tumbleweed23 Don't despair honey - you're more like me than you probly think  . Time will tell if that's good or bad!,MENTION not NEG_despair NEG_honey like probly think time tell good bad POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
340143,0,i feel sick... not good ,feel sick not NEG_good NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
124832,1,Good morning fellow tweeters! Hope everybody had a good sleep! And HAPPY MOTHER'S DAY to all the moms out there ,good morning fellow tweeters hope everybody good sleep happy mother moms POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
776988,0,"@C00L_BEANS Dita said it'll be good for me mentally and sent me a hug through sms, made me cry ",MENTION dita said good mentally sent hug sms made cry POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
10685,1,@TravisGarland good morning to you ,MENTION good morning POSITIVE POSITIVE
23833,0,"@ComedyQueen nope we dont, as wouldnt be a good thing  lol",MENTION nope not NEG_as NEG_would not good thing laugh POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
144727,0,I was SOOOoooo sick yesterday.  And I managed to sprain my good ankle. I'm so angry with myself.,soo sick yesterday managed sprain good ankle angry POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
358316,0,saying goodbye to 6 of my friends tonight  come hangout at vibe for @thiscondition's tour kickoff!,saying goodbye friends tonight come hangout vibe MENTION tour kickoff NEGATIVE NEGATIVE
769009,0,Just said goodbye to Chuy....he was happy....I'm not ,said goodbye chuy happy not POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
619854,1,"ran out the hot water in its entirety, but i feel sooo good ",ran hot water entirety feel soo good POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
101812,1,"LaLaLaLand... why am i liking that song so much?! Anyhoo.... grr I have a cold, but thank goodness though the sore throat has gone!! ",lalalaland liking song much anyhoo grr cold thank goodness though sore throat gone POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
538321,0,"smelling some good food, from across the street.  Gonna have to break in and steal their food!",smelling good food across street gonna break steal food POSITIVE POSITIVE
140340,1,@Willie_Day26 good luck im goin to keep yall in my prayers hope you have a safe trip. ,MENTION good luck goin keep yall prayers hope safe trip POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
298524,1,@MariahCarey  Find it amazing how You always stay in good mood and so festive  God Bless!,MENTION find amazing always stay good mood festive god bless POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
575710,1,@JohnFromJersey Have a good sleep. Can't believe he owes you money! Grrrr....kick in the pants is what's needed!!! ,MENTION good sleep ca not NEG_believe NEG_he owes money grr kick pants needed POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
111928,1,@myxletter good luck tomorrow ,MENTION good luck tomorrow POSITIVE POSITIVE
449480,1,@NatalieAbrams Re: Body Politic -- is it good news?  ,MENTION body politic good news POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
610130,1,"@KeepWerking sorry John, I didn't get their name. I'll try and find out and do a follow up post. They were very good though ",MENTION sorry john not NEG_get NEG_their name try find follow post good though POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
495541,1,good morning! ,good morning POSITIVE POSITIVE
633186,1,@iamktk You need to invest in a really good set of ear plugs. ,MENTION need invest really good set ear plugs POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
346686,1,@30SECONDSTOMARS #marsiscoming goodnight  buenas noches @TheMarsFactory,MENTION HASHTAG WEBSITE ing goodnight buenas noches MENTION POSITIVE POSITIVE
86540,1,@sandrajapandra it was just a good day- I used successful more for alliteration than any true success. ,MENTION good used successful alliteration true success POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
313047,1,@pixiesongs sounds good - looking forward to seeing it and you - not long now - 74 hours ,MENTION sounds good laaughking forward seeing not NEG_long NEG_now hours POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
743413,0,Im single!  no good....,single not NEG_good NEGATIVE NEGATIVE NEGATIVE NEGATIVE
254609,1,And yet..I am one of the loudest people you'll meet. Sometimes a gal's gotta scream! Feels good! ,yet one loudest people meet sometimes gal gotta scream feels good POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
268189,1,@snowleopardess Oh right...there is a support group..thats really good  it must have really been a help for you at the time....,MENTION oh right support group thats really good must really help time POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
348427,0,oh dear have I flopped my dissertation presentation?? not good.. not good at all  drowning my sorrows in biscuits.. Foxs Cream Jam Rings.,oh dear flopped dissertation presentation not NEG_good NEG_not good drowning sorrows biscuits foxs cream jam rings POSITIVE NEGATIVE POSITIVE NEGATIVE
554589,1,@rainydaygoods I had the exact opposite issue since I saw Mansfield Park first. ,MENTION exact opposite issue since saw mansfield park first POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
783393,1,@xWILLISTFx Yeah!! So good  !!!,MENTION yeah good POSITIVE POSITIVE POSITIVE POSITIVE
22215,1,@miagirll thanks! So far so good!  hope u r having a good weekend too!!!,MENTION thanks far good hope good weekend POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
651535,1,@elanlohmann shame man. My sympathies for the overhang but at least you had a good time ,MENTION shame man sympathies overhang least good time POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
61546,0,allergies.  how will i ever get rid of you for good?,allergies ever rid good POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
786388,1,"@StimulatedMoan good morning, how be you? ",MENTION good morning POSITIVE POSITIVE
568975,1,@Bradinator @foodiePrints drinking your mistakes - now *that* sounds like good advice! ,MENTION MENTION drinking mistakes sounds like good advice POSITIVE POSITIVE POSITIVE POSITIVE
584924,1,"Its 4:30a &amp; I'm feelin good, feelin great! Surprised I haven't seen a million tweets from @joshycouture! Lmao! Love you tho, boyfriend  ..",feelin good feelin great surprised not NEG_seen NEG_million tweets MENTION lmao love tho boyfriend POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
668309,1,"@vewe Hi, good evening, always busy, and a little bit tired, and U? ",MENTION hi good evening always busy little bit tired POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
182747,0,@heaatherr I am lost. Please help me find a good home. ,MENTION lost please help find good home POSITIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE
513167,1,ahh i never check my twitter maybe i should start &amp; had some good cactus club for dinss ,ahh never check twitter maybe start good cactus club dinss POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
607837,0,@Bailey_FF It's not good ,MENTION not NEG_good NEGATIVE NEGATIVE
577096,1,"@LadyCromwell Glad you like it, when i find something useful I share it, it can only do good ",MENTION glad like find something useful share good POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
136255,1,"@c_davies good morning, its exactly the same here in munich, but they are building a whole house here ",MENTION good morning exactly munich building whole house POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
132338,1,@tweenkle77 oh goodnight! didn't get much of a chance to tweet with you.. tomorrow then? ,MENTION oh goodnight not NEG_get NEG_much chance tomorrow POSITIVE NEGATIVE POSITIVE NEGATIVE
771425,1,Wow!! What do you do when you watch it slip away right before your eyes?..... Ah Ha... You let it go...(sigh) goodbye ,wow watch slip away right eyes ah ha let sigh goodbye POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
474004,1,@ciaobella6 Nite!!!!  Thanks for playing w/me tonight...  Sleep good... luv u sis.. ,MENTION nite thanks playing wme tonight sleep good love sis POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
494591,1,I feel like a little kid again! I get to watch recess! Ah .. those good summer mornings ,feel like little kid watch recess ah good summer mornings POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
428399,0,"friday and last night was good, and now im really tired   4 days off school this week sweeetttttttttttttttt  xxxxxxxxxxxxxxxxxx",friday last night good really tired days school week sweett POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
21020,1,says good aftie!  http://plurk.com/p/owc5p,says good aftie URL POSITIVE NEGATIVE POSITIVE NEGATIVE
624898,1,I just wanted to say Thanks for the Follow! I hope that you're having a good weekend. ,wanted say thanks follow hope good weekend POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
348275,0,"why in 1492 did we sent all our good looking people over to america, the genes have carried though ",sent good laaughking people america genes carried though POSITIVE NEGATIVE POSITIVE NEGATIVE
427032,1,"@wyndwalker yep, i think it's good. the league announced the possibility of logos on jerseys back in april. &amp; i follow rebs too ",MENTION yep think good league announced possibility logos jerseys back april follow rebs POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
144707,1,@pierce4me i hope you had a good sleep. ,MENTION hope good sleep POSITIVE POSITIVE
783995,0,@NeverEnoughShoe I know. He was one of the people who inspired me to become a music journo. One of the good guys is gone. ,MENTION know one people inspired WEBSITE music journo one good guys gone POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE NEGATIVE
466733,1,@kimmoyer LoL thats very good to know ,MENTION laugh thats good know POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
57393,1,@gfalcone601 Having a good day so far Giovanna?  Xx,MENTION good far giovanna POSITIVE NEGATIVE POSITIVE NEGATIVE
337369,0,"Thanks to the good voting ppl of CA, I've now worked over 14 hrs of &quot;straight-time&quot;. Being a state employee, OT starts after 40hrs/wk. ",thanks good voting ca worked hrs straighttime state employee ot starts hrswk POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
630579,1,@ jantiny I thought we agreed  rebellion was good and it feels awesome ,jantiny thought agreed rebellion good feels awesome POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
201947,1,"@Lee_Campbell It was good-nice history and overview of the toolkit, and some impressive examples of how it's being used. Free beer, too ",MENTION goodnice history overview toolkit impressive examples used free beer POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
657138,0,woke up at 9am! craziness i tell ya! watev last night was a good night besodes my cwll flyin across the backyard ,woke craziness tell watev last night good night besodes cwll flyin across backyard POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
616154,0,there isn't any good food in my house  im hungry,not NEG_any NEG_good food house hungry NEGATIVE NEGATIVE NEGATIVE NEGATIVE
734803,1,"this birthday is getting better, had a nice homemade lunch and am now watching Full House with my mum  good times.",birthday getting better nice homemade lunch watching full house mum good times POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE POSITIVE
357818,1,@Maximilus good afternoon of subject of mine ,MENTION good afternoon subject mine POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE NEGATIVE
74935,0,I feel really really sick but i'm at school anyway... Probably not a good idea ,feel really really sick school anyway probably not NEG_good NEG_idea NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE NEGATIVE
540404,1,Today's **Excellence in Customer Satisfaction** award goes to howies. Congrats howies! Keep up the good work. ,today excellence customer satisfaction award goes howies congrats howies keep good work POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE NEGATIVE
653423,0,"@Si_za I'm good thanks, no hols all done  But on countdown to next one now ;-)",MENTION good thanks not NEG_hols NEG_all done countdown next one POSITIVE POSITIVE POSITIVE NEGATIVE POSITIVE POSITIVE POSITIVE NEGATIVE
369993,1,Dawson and I rode another 6 miles this morning on our bikes. We had some good conversation while we rode too. ,dawson rode another miles morning bikes good conversation rode POSITIVE POSITIVE POSITIVE POSITIVE
33536,1,"@barbaraling Oh good, good, having some coffee, got a fairly clean slate, contemplating the day... thinking I might screw off   You?",MENTION oh good good coffee got fairly clean slate contemplating thinking might screw POSITIVE NEGATIVE POSITIVE NEGATIVE
74704,0,@dwarfland you did not fix the 'designer breaks when report viewer component is dropped on form' issue? Uh. not good... ,MENTION not NEG_fix NEG_the wouldesigner breaks report WEBSITE ponent dropped form issue uh not good POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
306113,1,"Yet again, the weather is really good in England  Bring on the factor 60+ sun lotion!",yet weather really good england bring factor sun lotion POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE POSITIVE POSITIVE NEGATIVE NEGATIVE NEGATIVE
